id,title,description,price,url,avg_review,image,company,tags,category,github_link,require_license,updated_at,created_at
387,Stripe Payment M2,Provide your customers with a safe and seamless payment experience. Let your customers pay via a wide range of payment methods with no need to implement a custom integration endpoint for each one.,199,https://amasty.com/stripe-payment-for-magento-2.html,5,https://amasty.com/v1587651669/media/catalog/product/s/t/stripe-payment-for-magento-2.svg,Amasty,"",Checkout,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
388,Duplicate Categories M2,"Save your time on store management and duplicate Magento 2 categories in seconds. Use this tool for effective multi-store setup, too!",139,https://amasty.com/duplicate-categories-for-magento-2.html,5,https://amasty.com/v1587666071/media/catalog/product/d/u/duplicate-categories-for-magento-2.svg,Amasty,"",Catalog Management,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
389,Facebook Feed M2,Make advertising via Facebook Dynamic Ads easier by using this Magento 2 Facebook feed extension for quick and accurate product feed generation. Attract more customers to your Magento 2 store with always up-to-date info about your products on social media.,199,https://amasty.com/magento-2-facebook-feed.html,4.7,https://amasty.com/v1587651669/media/catalog/product/f/a/facebook-feed-for-magento-2.svg,Amasty,"",SEO,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
390,Two-Factor Authentication M2,"Add extra security level to boost data protection for your e-business. Prevent your store from the common Internet threats like keyloggers, data sniffing and unsecured wi-fi connections. Stay convinced that your Magento account is available only to your staff members.",129,https://amasty.com/two-factor-authentication-for-magento-2.html,5,https://amasty.com/v1587666071/media/catalog/product/t/w/two-factor-authentication-for-magento-2.svg,Amasty,"",Catalog Management,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
391,SEO Toolkit M2,"SEO Toolkit is the all-in-one Magento 2 SEO Extension designed to make your store stand out in Google Search. Maximize your Magento SEO effectiveness: make your store more visible in search results, get more organic traffic, increase your customer flow.",249,https://amasty.com/seo-toolkit-for-magento-2.html,4.9,https://amasty.com/v1587651669/media/catalog/product/s/e/seo-toolkit-for-magento-2.svg,Amasty,"",SEO,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
392,Free Shipping Bar M2,Magento 2 Free shipping bar helps boost order value and sales by delivering a tempting offer.,99,https://amasty.com/free-shipping-bar-for-magento-2.html,4.5,https://amasty.com/v1587651669/media/catalog/product/f/r/free-shipping-bar-for-magento-2.svg,Amasty,"",Shipping,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
394,Loyalty Program M2,Create a unique loyalty program to reward regular customers with exclusive discounts. Use flexible shopping cart rules to generate targeted offers and boost sales.,349,https://amasty.com/loyalty-program-for-magento-2.html,4.8,https://amasty.com/v1587658870/media/catalog/product/l/o/loyalty-program-for-magento-2.svg,Amasty,"",loyaltyrewards,"",0,2020-04-29 23:09:43,2020-04-26 17:27:35
395,Order Status M2,Create informative order statuses to make order processing maximally clear both for customers and for admin users. Easily manage statuses on the grid and timely notify clients about status changes.,139,https://amasty.com/magento-2-order-status.html,4.8,https://amasty.com/v1587651669/media/catalog/product/o/r/order-status-for-magento-2.svg,Amasty,"",Order Management,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
398,Product Tabs M2,Drive customers to purchase faster by providing additional information in handy tabs with Magento 2 Product Tabs extension. Quickly create custom tabs without special knowledge and embed them on product pages to maximize the number of purchases.,149,https://amasty.com/product-tabs-for-magento-2.html,4.8,https://amasty.com/v1587651669/media/catalog/product/p/r/product-tabs-for-magento-2.svg,Amasty,"",Product Page Improvement,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
399,Login with Apple ID for Social Login (Add-On) M2,Improve customer retention by offering them a secure and user-friendly login option on your website. Let users register and sign in with one click with a trustworthy Apple ID.,99,https://amasty.com/login-with-apple-id-add-on-for-social-login-for-magento-2.html,4.5,https://amasty.com/v1587651669/media/catalog/product/a/d/add-on-sign-in-with-your-apple-id-for-magento-2.svg,Amasty,"",social,"",0,2020-04-30 00:46:47,2020-04-26 17:27:35
401,Custom Promo Conditions M2,Turn your promotions to highly personalized ones with the Custom Conditions for Magento 2 extension.,65,https://amasty.com/custom-options-conditions-for-magento-2.html,null,https://amasty.com/v1587658870/media/catalog/product/c/o/component-for-magento-2.svg,Amasty,"",Promotions,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
402,Multi Warehouse Inventory M2,Equip your store with an advanced Magento 2 Warehouse Management Tool. Easily split inventory among multiple warehouses and effectively manage stock right from the product grid or the particular warehouse page.,349,https://amasty.com/multi-warehouse-inventory-for-magento-2.html,4.5,https://amasty.com/v1587666071/media/catalog/product/m/u/multi-warehouse-inventory-for-magento-2.svg,Amasty,"",Catalog Management,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
403,Shipping & Payment By Customer Groups M2,Show or hide shipping and payment methods for various customer groups according to your business needs,139,https://amasty.com/shipping-payment-by-customer-group-for-magento-2.html,5,https://amasty.com/v1587651669/media/catalog/product/s/h/shipping-_-payment-by-customer-groups-for-magento-2.svg,Amasty,"",Shipping,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
404,Discounts for Active Reviewers for Advanced Product Reviews (Add-On) M2,Motivate customers to leave more reviews and significantly increase their retention rate by granting discounts based on the customer recommendation activity.,49,https://amasty.com/discounts-add-on-for-advanced-product-reviews-for-magento-2.html,null,https://amasty.com/v1587651669/media/catalog/product/d/i/discounts-for-active-reviewers-for-advanced-product-review-addon-for-magento-2.svg,Amasty,"",Add-ons,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
405,Shipping Cost Calculator M2,Let your customers calculate shipping rates before the checkout to decrease abandoned cart rate by up to 44% and enhance their shopping experience.,119,https://amasty.com/shipping-cost-calculator-for-magento-2.html,4.7,https://amasty.com/v1587651669/media/catalog/product/s/h/shipping-calculator-for-magento-2.svg,Amasty,"",shippingcustom,"",0,2020-04-30 17:56:42,2020-04-26 17:27:35
406,Cancel Orders M2,Increase customer loyalty by allowing them to cancel their order right from the frontend. Easily manage cancellation requests and restock products with the Magento 2 Cancel Orders extension.,79,https://amasty.com/cancel-orders-for-magento-2.html,null,https://amasty.com/v1587651669/media/catalog/product/c/a/cancel-orders-for-magento-2.svg,Amasty,"",Order Management,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
407,Order Attributes M2,Add an unlimited number of extra fields to your checkout page to easily collect and process additional order related data. Display all created order attributes on a handy backend grid to keep necessary information at hand.,199,https://amasty.com/order-attributes-for-magento-2.html,4.5,https://amasty.com/v1587651669/media/catalog/product/o/r/order-attributes-for-magento-2.svg,Amasty,"",Checkout,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
408,Elastic Search M2,"Magento 2 Elastic Search extension is an advanced solution which provides your store with highly accurate, fast and flexible search.",279,https://amasty.com/elasticsearch-for-magento-2.html,4.8,https://amasty.com/v1587666071/media/catalog/product/e/l/elastic-search-for-magento-2.svg,Amasty,"",sitesearch,"",0,2020-04-29 22:53:21,2020-04-26 17:27:35
409,Store Locator M2,Easily guide customers to the nearest stores with Magento 2 Store Locator. Drive more offline sales connecting your webstore to physical stores.,199,https://amasty.com/store-locator-for-magento-2.html,4.7,https://amasty.com/v1587651669/media/catalog/product/s/t/store-locator-for-magento-2.svg,Amasty,"",translations,"",0,2020-04-30 19:29:49,2020-04-26 17:27:35
410,Landing Pages M2,Let customers explore your store goods goods via multiple landing pages. Boost sales with custom selection of products for each page. Improve your site search engine ranking building SEO-optimized unique content.,149,https://amasty.com/landing-pages-for-magento-2.html,5,https://amasty.com/v1587651669/media/catalog/product/l/a/landing-pages-for-magento-2_1.svg,Amasty,"",SEO,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
412,Shipping Suite M2,"Shipping Suite â€” your perfect extension for shipping profitability. It combines 3 smart and useful shipping managing tools: shipping table rates, rules, and restrictions. Get the greatest benefits from their synergetic work and take your shipping process under full control.",499,https://amasty.com/shipping-suite-for-magento-2.html,4.8,https://amasty.com/v1587651669/media/catalog/product/s/h/shipping-suite-for-magento-2_5.svg,Amasty,"",shippingcustom,"",0,2020-04-30 17:56:58,2020-04-26 17:27:35
414,Custom Product Sorting for Shop by Brand (Add-On) M2,Promote particular brand products by customizing their positioning on brand pages. Change products order manually or automatically with the Custom Product Sorting add-on for Shop by Brand.,99,https://amasty.com/custom-product-sorting-add-on-for-shop-by-brand-for-magento-2.html,null,https://amasty.com/v1587651669/media/catalog/product/c/u/custom-product-sorting-for-shop-by-brand-for-magento-2-add-on.svg,Amasty,"",Add-ons,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
422,Automatic Related Products M2,Dynamically showcase related items in your webstore to help customers easily find necessary products and complete the order. Boost store revenue by setting up smart product recommendations with Magento 2 Related Products!,299,https://amasty.com/automatic-related-products-for-magento-2.html,4.9,https://amasty.com/v1587666071/media/catalog/product/a/u/automatic-related-products-for-magento-2.svg,Amasty,"",User Experience,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
423,Hide Price M2,"Hide product prices and ""Add to cart"" button for specific products or whole categories. Manage prices display depending on customer groups. Customize button texts and messages to make your pricing policy maximally flexible.",159,https://amasty.com/hide-price-for-magento-2.html,5,https://amasty.com/v1587651669/media/catalog/product/h/i/hide-price-for-magento-2.svg,Amasty,"",Product Page Improvement,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
424,Exit Intent Popup M2,Employ Magento 2 Exit Intent Popup to convert abandoning store visitors into customers. Drive more sales and notably boost your subscriber base.,199,https://amasty.com/exit-intent-popup-for-magento-2.html,null,https://amasty.com/v1587651669/media/catalog/product/a/n/anti-abandonment-popup-for-magento-2.svg,Amasty,"",Checkout,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
425,B2B E-commerce Suite M2,Bring your business to a new level by turning your webstore into a powerful B2B e-commerce solution for Magento 2. Outperform competitors and build a constantly growing base of regular clients with one B2B Suite.,699,https://amasty.com/b2b-ecommerce-suite-for-magento-2.html,null,https://amasty.com/v1587666071/media/catalog/product/b/2/b2b-suite-for-magento-2.svg,Amasty,"",B2B Products,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
426,Order Notes M2,"Optimize your order management by creating order notes and marking them with colored flags, badges and other labels. Now you can control the chaos on your order grid and visualize order process.",129,https://amasty.com/order-notes-for-magento-2.html,5,https://amasty.com/v1587651669/media/catalog/product/o/r/order-notes-for-magento-2.svg,Amasty,"",Order Management,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
428,Thank You Page M2,Increase the revenue from repeat sales with a custom Magento 2 order success page. Tailor Magento Thank You Page template and turn it into the first step towards the next purchase.,149,https://amasty.com/thank-you-page-for-magento-2.html,null,https://amasty.com/v1587651669/media/catalog/product/t/h/thank-you-page-for-magento-2_3.svg,Amasty,"",Checkout,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
429,Import & Export for Advanced Product Reviews (Add-On) M2,Easily add or extract reviews in bulk using Magento 2 Import & Export Reviews add-on. Create an unlimited number of review data in one click.,99,https://amasty.com/import-export-add-on-for-advanced-product-reviews-for-magento-2.html,4.5,https://amasty.com/v1587651669/media/catalog/product/a/d/add-on-import-export-for-advanced-product-reviews-for-magento-2_2.svg,Amasty,"",Add-ons,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
430,Lazy Load M2,Speed up the loading time of your site pages with Magento 2 Lazy Load. Improve your site performance by loading product images by demand!,259,https://amasty.com/lazy-load-for-magento-2.html,null,https://amasty.com/v1587651669/media/catalog/product/l/a/lazy-load-for-magento-2.svg,Amasty,"",Images & Media,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
431,Request a Quote M2,Easily interact with customers regarding new best prices for products with Magento 2 Quote Extension. Make highly personalized purchasing offers and grow sales revenue by understanding buyersâ€™ demands.,319,https://amasty.com/request-a-quote-for-magento-2.html,4.9,https://amasty.com/v1587651669/media/catalog/product/r/e/request-a-quote-for-magento-2_1.svg,Amasty,"",Product Page Improvement,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
432,Google Account Login M2,Instantly access your store backend without remembering complex passwords with Magento 2 Google Account Login. Reduce manual efforts onboarding new employees automatically and securely.,99,https://amasty.com/google-account-login-for-magento-2.html,5,https://amasty.com/v1587666071/media/catalog/product/g/o/google-account-login-for-magento-2.svg,Amasty,"",Catalog Management,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
434,Free Gift M2,Get 5 promo actions to automatically add free and discounted products to the cart. Show catchy banners to inform customers about special offers and let visitors select a gift among available promo items.,229,https://amasty.com/free-gift-for-magento-2.html,4.6,https://amasty.com/v1587658870/media/catalog/product/f/r/free-gift-for-magento-2icon.svg,Amasty,"",gifts,"",0,2020-04-30 00:09:30,2020-04-26 17:27:35
435,Dropshipping M2,Set up your own multi-channel business with no warehouse costs using Magento 2 Dropshipping. Make your store extremely competitive by shipping products to customers directly from suppliersâ€™ warehouses.,399,https://amasty.com/dropshipping-for-magento-2.html,null,https://amasty.com/v1587651669/media/catalog/product/d/r/dropshipping-for-magento-2.svg,Amasty,"",Multi Vendor Solutions,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
437,Custom Checkout Fields M2,This extension helps you to perform Magento 2 checkout customization by adding extra fields of various types. Gather comprehensive order data in a convenient way both for customers and admins. Smoothly manage info in custom input forms using the order grid.,199,https://amasty.com/magento-2-custom-checkout-fields.html,4.6,https://amasty.com/v1587651669/media/catalog/product/c/u/custom-checkout-field-for-magento-2.svg,Amasty,"",Checkout,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
439,Import and Export M2,"Import and Export for Magento 2 is an all-in-one tool for a convenient store data migration, smooth connection with the ERP/CRM systems and making regular stock updates. The extension allows you to import/export any existing entity to/from Magento.",null,https://amasty.com/import-and-export-for-magento-2.html,null,https://amasty.com/v1587666071/media/catalog/product/i/m/import-and-export-for-m2-for-magento-2.svg,Amasty,"",Catalog Management,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
440,Mass Order Actions M2,"Grow sales revenue by automatically processing multiple orders faster with Magento 2 Bulk Order. Easily send invoices, submit shipments and edit tracking numbers right from the grid just in a few clicks.",149,https://amasty.com/mass-order-actions-for-magento-2.html,4.7,https://amasty.com/v1587651669/media/catalog/product/m/a/mass-order-actions-for-magento-2.svg,Amasty,"",Order Management,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
442,Improved Layered Navigation M2,Build the ultimate customer shopping experience and boost your store SEO rankings with a feature-rich navigation system. Display multiple filters and handy widgets to help visitors instantly find the products they need.,349,https://amasty.com/improved-layered-navigation-for-magento-2.html,4.9,https://amasty.com/v1587651669/media/catalog/product/i/m/improved-layered-navigation-for-magento-2_3.svg,Amasty,"",SEO,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
443,Special Occasion Coupons M2,"Generate and send discount coupons based on birthdays, newsletter subscriptions, order placement and other events. Use custom email templates to draw customersâ€™ attention and build their loyalty.",109,https://amasty.com/special-occasion-coupons-for-magento-2.html,5,https://amasty.com/v1587658870/media/catalog/product/s/p/special-occasion-coupons-for-magento-2.svg,Amasty,"",pricingpromotions,"",0,2020-04-30 18:50:11,2020-04-26 17:27:35
445,Advanced Reports M2,Add Magento 2 Advanced Reports to get all important metrics for your store in one tool. Make beneficial strategic decisions with accurate reporting and grow your sales.,319,https://amasty.com/advanced-reports-for-magento-2.html,4.7,https://amasty.com/v1587651669/media/catalog/product/a/d/advanced-reports-for-magento-2_1.svg,Amasty,"",reporting,"",0,2020-04-30 13:05:24,2020-04-26 17:27:35
447,HTML Sitemap M2,Generate a clear HTML sitemap to help customers easily navigate your website. Include/exclude particular pages from the sitemap and customize its layout to make it perfectly structured.,99,https://amasty.com/html-sitemap-for-magento-2.html,5,https://amasty.com/v1587651669/media/catalog/product/h/t/html-for-magento-2.svg,Amasty,"",SEO,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
449,Countdown Timer M2,Ð¡reate a sense of urgency with Magento 2 Countdown Timer âŒ› to boost sales and decrease customersâ€™ decision-making time.,119,https://amasty.com/countdown-timer-for-magento-2.html,4.8,https://amasty.com/v1587658870/media/catalog/product/p/r/promo-countdown-for-magento-2.svg,Amasty,"",Promotions,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
451,Store Switcher M2,Automatically guide international customers to the corresponding store and provide them with the appropriate currency and language. Make your Magento 2 store attractive and comfortable for shoppers all over the world to lift your business at the international level.,179,https://amasty.com/store-switcher-for-magento-2.html,5,https://amasty.com/v1587666071/media/catalog/product/s/t/store-switcher-for-magento-2.svg,Amasty,"",translations,"",0,2020-04-30 19:30:12,2020-04-26 17:27:35
452,Reports for RMA (Add-On) M2,Analyze the RMA effectiveness and improve return requests processing with Magento 2 RMA Reports add-on.,79,https://amasty.com/reports-add-on-for-rma-for-magento-2.html,5,https://amasty.com/v1587651669/media/catalog/product/a/d/add-on-reports-for-rma-for-magento-2_2.svg,Amasty,"",Add-ons,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
453,Facebook Comments M2,Let your customers share their reviews more easily and efficiently. Enhance your sales conversion and credibility.,FREE,https://amasty.com/facebook-comments-for-magento-2.html,null,https://amasty.com/v1587658870/media/catalog/product/f/a/facebook-comments-for-magento-2.svg,Amasty,"",social,"",0,2020-04-30 18:57:07,2020-04-26 17:27:35
454,Order Archive M2,Equip your Magento store with a handy tool to easily delete or archive orders. Schedule automatic archive creation to keep your orders grid clean and up-to-date.,149,https://amasty.com/order-archive-for-magento-2.html,5,https://amasty.com/v1587651669/media/catalog/product/o/r/order-archive-for-magento-2.svg,Amasty,"",Order Management,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
461,Store Pickup M2,Drive more sales with Magento 2 Store Pickup extension! Offer improved shopping experience by allowing your customers pickup their orders from the nearest store.,129,https://amasty.com/store-pickup-for-magento-2.html,4.8,https://amasty.com/v1587651669/media/catalog/product/s/t/store-pickup-for-magento-2_1.svg,Amasty,"",Shipping,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
462,Extended Product Grid with Editor M2,Enrich standard product grid functionality with a bunch of new handy options. Add any specific column you need and easily modify product information right on the grid. Create grid templates with custom column sets to make product data processing as quick as possible.,199,https://amasty.com/extended-product-grid-with-editor-for-magento-2.html,4.9,https://amasty.com/v1587666071/media/catalog/product/e/x/extended-product-grid-with-editor-for-magento-2.svg,Amasty,"",Catalog Management,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
463,Dimensional Shipping Weight M2,Make your shipping rates democratic and exact. Use the package space wisely to save on products delivery. Benefit from an accurate volume and weight estimation.,199,https://amasty.com/magento-2-dimensional-shipping-weight.html,4.6,https://amasty.com/v1587651669/media/catalog/product/d/i/dimensional-shipping-weight-for-magento-2.svg,Amasty,"",Shipping,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
464,Size Chart M2,"Provide user-friendly information on differences in sizes by brands, countries, and item types. Help customers find the items that fit them and avoid returns thanks to clear sizing guides with Size Chart extension for Magento 2.",149,https://amasty.com/size-chart-for-magento-2.html,4.8,https://amasty.com/v1587651669/media/catalog/product/s/i/size-chart-extension-for-magento-2.svg,Amasty,"",Product Page Improvement,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
467,Customers Also Bought M2,Increase an average cart value by automatically suggesting relevant products. Create flexible recommendations with the Magento 2 Frequently Bought Together extension to promote products according to your business needs and boost sales.,299,https://amasty.com/magento-2-customers-also-bought.html,4.8,https://amasty.com/v1587651669/media/catalog/product/c/u/customers-also-bought-for-magento-2.svg,Amasty,"",Product Page Improvement,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
468,Push Notifications M2,"With Magento 2 Push Notifications, increase your revenue by strengthening the interaction strategy with target customers. Send appealing push notifications with attractive deals to energize sales.",129,https://amasty.com/push-notifications-for-magento-2.html,4.7,https://amasty.com/v1587658870/media/catalog/product/p/u/push-notification-for-magento-2.svg,Amasty,"",Promotions,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
470,Product Feed M2,Equip your store with an agile and highly flexible feeds generator. Add Magento 2 Product Feed to promote your products cost-effectively and grow revenue thanks to extra sales channels.,199,https://amasty.com/product-feed-for-magento-2.html,4.7,https://amasty.com/v1587651669/media/catalog/product/p/r/product-feed-for-magento-2.svg,Amasty,"",SEO,"",0,2020-04-26 17:27:35,2020-04-26 17:27:35
